מפעיל,מס' אשכול,אשכול,תת אשכול,מחוז,"מק""ט קו",מס' קו,כיוון,חלופה,שילוט,סידורי תחנה,מקט תחנה,שם תחנה,פעילות בתחנה,תחנת הורדה ראשונה,מרחק מתחנה קודמת,מרחק מתחנת מוצא,זמן נסיעה מתחנת המוצא,קומה,רציף,Lat,Long,קוד עיר,שם עיר,רחוב,מס' בית,סטטוס תחנה,קוד אזור,שם אזור,קוד שיתוף,תיאור קוד השיתוף
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,1,53436,יער אודם\רבין,אסוף בלבד,2,0,0,0,,,32.642381,35.091698,240,יקנעם עילית,יער אודם,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,2,59589,יער אודם/בנטל,אסוף והורדה,3,693,693,1.799999952,,,32.638187,35.091405,240,יקנעם עילית,יער אודם,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,3,53500,יער אודם/חרמון,אסוף והורדה,4,208,901,2.316666603,,,32.637428,35.089505,240,יקנעם עילית,יער אודם,19,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,4,53501,יער אודם/אביטל,אסוף והורדה,5,371,1272,3.049999952,,,32.637234,35.085996,240,יקנעם עילית,יער אודם,3,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,5,53502,שד.יצחק רבין / יער אודם,אסוף והורדה,6,149,1421,3.383333445,,,32.637567,35.084861,240,יקנעם עילית,שדרות יצחק רבין,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,6,53438,ירדן / חצבני,אסוף והורדה,7,294,1715,4.016666889,,,32.639466,35.084142,240,יקנעם עילית,ירדן,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,7,53439,ירדן/בניאס,אסוף והורדה,8,166,1881,4.383333206,,,32.640806,35.083875,240,יקנעם עילית,ירדן,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,8,53440,ירדן\דליות,אסוף והורדה,9,294,2175,5.016666889,,,32.642333,35.086063,240,יקנעם עילית,ירדן,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,9,53441,ירדן/שיאון,אסוף והורדה,10,190,2365,5.433333397,,,32.643876,35.086689,240,יקנעם עילית,ירדן,43,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,10,53442,ירדן/שיאון,אסוף והורדה,11,335,2700,6.166666508,,,32.644427,35.087946,240,יקנעם עילית,ירדן,15,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,11,53443,ירדן/המיצר,אסוף והורדה,12,201,2901,6.599999905,,,32.643343,35.089195,240,יקנעם עילית,ירדן,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,12,59588,שד.רבין/הירדן,אסוף והורדה,13,378,3279,7.433333397,,,32.641802,35.090026,240,יקנעם עילית,שדרות יצחק רבין,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,13,53432,הצאלים/שדרות יצחק רבין,אסוף והורדה,14,340,3619,8.133333206,,,32.643901,35.090424,240,יקנעם עילית,הצאלים,89,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,14,53285,הצאלים/הערבה,אסוף והורדה,15,256,3875,8.633333206,,,32.646103,35.090095,240,יקנעם עילית,הצאלים,79,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,15,53286,הצאלים/דקל,אסוף והורדה,16,265,4140,9.316666603,,,32.647835,35.091738,240,יקנעם עילית,הצאלים,73,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,16,53287,הצאלים/היקינטון,אסוף והורדה,17,415,4555,10.14999962,,,32.649953,35.095339,240,יקנעם עילית,הצאלים,51,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,17,53237,צאלים\הערבה,אסוף והורדה,18,230,4785,10.86666679,,,32.651145,35.097355,240,יקנעם עילית,הצאלים,39,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,18,53448,הצאלים/האורנים,אסוף והורדה,19,231,5016,11.1833334,,,32.652094,35.099514,240,יקנעם עילית,הצאלים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,19,53128,הצאלים/הדודאים,אסוף והורדה,20,328,5344,11.88333321,,,32.653216,35.102651,240,יקנעם עילית,הצאלים,9,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,20,59597,"בי""ס אורט יגאל אלון",אסוף והורדה,21,304,5648,12.60000038,,,32.654498,35.10488,240,יקנעם עילית,שדרות היובל,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,21,52626,התמר / הגיבורים,אסוף והורדה,22,193,5841,13.48333359,,,32.65588,35.105541,240,יקנעם עילית,התמר,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,22,52258,התמר / הפעמונית,אסוף והורדה,23,375,6216,14.3166666,,,32.658907,35.106778,240,יקנעם עילית,התמר,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,23,52256,מסעף אזור תעשיה,אסוף והורדה,24,393,6609,15.69999981,,,32.661879,35.105354,240,יקנעם עילית,70,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,24,55521,צומת יקנעם המושבה,אסוף והורדה,25,733,7342,16.53333282,,,32.667773,35.108578,240,יקנעם עילית,70,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,25,43024,צומת השומרים,אסוף והורדה,26,9761,17103,25.88333321,,,32.709856,35.136,1840,עמק יזרעאל,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,26,43025,צומת קרית עמל,אסוף והורדה,27,573,17676,26.38333321,,,32.711694,35.130766,2300,קרית טבעון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,27,47051,צומת קריית טבעון,אסוף והורדה,28,472,18148,26.89999962,,,32.712027,35.125753,2300,קרית טבעון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,28,41550,צומת קרית טבעון,אסוף והורדה,29,94,18242,27.21666718,,,32.712488,35.125251,2300,קרית טבעון,האלונים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,29,41640,אלונים/הרימונים,אסוף והורדה,30,303,18545,27.98333359,,,32.715177,35.124775,2300,קרית טבעון,האלונים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,30,40918,אלונים/סמטת הלבנה,אסוף והורדה,31,397,18942,28.81666756,,,32.716866,35.126569,2300,קרית טבעון,האלונים,24,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,31,40919,'אלונים א,אסוף והורדה,32,233,19175,29.35000038,,,32.71703,35.128895,2300,קרית טבעון,האלונים,46,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,32,40920,אלונים/בריכה,אסוף והורדה,33,220,19395,29.83333397,,,32.718814,35.129594,2300,קרית טבעון,האלונים,64,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,33,40922,אלונים/כיכר בן גוריון,אסוף והורדה,34,399,19794,30.70000076,,,32.722097,35.130334,2300,קרית טבעון,כיכר בן גוריון,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,34,40927,אלונים/כיכר בן גוריון,אסוף והורדה,35,637,20431,32.09999847,,,32.722245,35.130373,2300,קרית טבעון,כיכר בן גוריון,1,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,35,41687,אלונים/בריכה,אסוף והורדה,36,350,20781,32.84999847,,,32.71937,35.129377,2300,קרית טבעון,האלונים,67,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,36,47052,'אלונים א,אסוף והורדה,37,362,21143,33.65000153,,,32.716721,35.128222,2300,קרית טבעון,האלונים,43,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,37,40921,אלונים/סמטת הלבנה,אסוף והורדה,38,255,21398,34.20000076,,,32.717201,35.125656,2300,קרית טבעון,האלונים,23,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,38,40917,אלונים/הרימונים,אסוף והורדה,39,212,21610,34.66666794,,,32.715946,35.124468,2300,קרית טבעון,האלונים,3,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,39,40916,אלונים/המגדל,אסוף והורדה,40,366,21976,35.46666718,,,32.712735,35.125122,2300,קרית טבעון,האלונים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,40,40553,שער העמקים,אסוף והורדה,41,1904,23880,37.13333511,,,32.721388,35.111633,1860,זבולון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,41,43269,מחלף העמקים,אסוף והורדה,42,1153,25033,38.09999847,,,32.723492,35.101533,1860,זבולון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,42,43265,מחלף העמקים/כביש 75,אסוף והורדה,43,332,25365,38.40000153,,,32.724546,35.098369,1860,זבולון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,43,40319,בית מעצר קישון,אסוף והורדה,44,1067,26432,39.18333435,,,32.731355,35.090433,1860,זבולון,75,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,44,40320,משתלת יגור,אסוף והורדה,45,2062,28494,40.46666718,,,32.746748,35.078818,1860,זבולון,70/75,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,45,43094,מחלף יגור,אסוף והורדה,46,1269,29763,42.03333282,,,32.752509,35.069797,1860,זבולון,752,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,46,46955,מרכז ספורט נשר,אסוף והורדה,47,1654,31417,43.43333435,,,32.760265,35.057342,2500,נשר,752,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,47,40345,נשר אצטדיון,אסוף והורדה,48,763,32180,43.90000153,,,32.765907,35.052706,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,48,43072,דרך משה/השלום,אסוף והורדה,49,390,32570,45.03333282,,,32.76807,35.050351,2500,נשר,דרך משה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,49,43038,דרך השלום/מרכז תל חנן,אסוף והורדה,50,414,32984,46.21666718,,,32.770237,35.047221,2500,נשר,דרך השלום,11,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,50,43013,דרך בר יהודה/היצירה,אסוף והורדה,51,488,33472,47.46666718,,,32.773404,35.044884,2500,נשר,דרך בר יהודה,2,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,51,42987,בר-יהודה/ישורון,אסוף והורדה,52,203,33675,47.59999847,,,32.774598,35.043237,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,52,43071,בר יהודה\המסגר,אסוף והורדה,53,442,34117,48.38333511,,,32.777272,35.03975,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,53,43068,בר יהודה/הפלדה,אסוף והורדה,54,324,34441,49.33333206,,,32.779245,35.037187,2500,נשר,דרך בר יהודה,143,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,54,40352,בר יהודה\השיש,אסוף והורדה,55,412,34853,50.11666489,,,32.781717,35.033914,2500,נשר,דרך בר יהודה,139,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,55,41471,בר יהודה,אסוף והורדה,56,434,35287,50.53333282,,,32.784758,35.031039,4000,חיפה,דרך ישראל בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,56,41525,צ'ק פוסט,אסוף והורדה,57,460,35747,51.31666565,,,32.788197,35.028313,4000,חיפה,דרך ישראל בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,57,41476,קניון לב המפרץ/ההסתדרות,אסוף והורדה,58,1212,36959,55.28333282,,,32.793252,35.038897,4000,חיפה,שדרות ההסתדרות,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,58,42989,בתי זיקוק/שדרות ההסתדרות,אסוף והורדה,59,880,37839,56.29999924,,,32.797379,35.046924,4000,חיפה,שדרות ההסתדרות,116,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,59,41477,מרכז מסחרי חוצות המפרץ,אסוף והורדה,60,1327,39166,59.01666641,,,32.805826,35.056547,4000,חיפה,שדרות ההסתדרות,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,60,42938,שד. ההסתדרות/אריה שנקר,אסוף והורדה,61,686,39852,60.03333282,,,32.807637,35.063541,4000,חיפה,שדרות ההסתדרות,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,61,42140,חלוצי התעשייה/צ. קרית אתא,אסוף והורדה,62,1203,41055,62.81666565,,,32.810999,35.069147,4000,חיפה,חלוצי התעשייה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,62,42203,חלוצי התעשיה/החרש,אסוף והורדה,63,415,41470,64,,,32.812713,35.065344,4000,חיפה,חלוצי התעשייה,28,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,63,42735,חלוצי התעשיה/שנקר,אסוף והורדה,64,357,41827,64.78333282,,,32.814466,35.062152,4000,חיפה,חלוצי התעשייה,60,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,64,47550,חלוצי התעשייה,אסוף והורדה,65,120,41947,65.3666687,,,32.815317,35.061638,4000,חיפה,אריה שנקר,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,65,41334,אלכסנדר זייד,אסוף והורדה,66,468,42415,66.40000153,,,32.819503,35.061621,4000,חיפה,אריה שנקר,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,66,47521,האיצטדיון,אסוף והורדה,67,516,42931,67.51667023,,,32.823174,35.05894,4000,חיפה,אריה שנקר,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,67,41720,האיצטדיון/שנקר,אסוף והורדה,68,157,43088,68.1166687,,,32.822778,35.057911,4000,חיפה,האיצטדיון,27,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,68,41293,האיצטדיון /החיטה,אסוף והורדה,69,220,43308,68.94999695,,,32.821131,35.056634,4000,חיפה,האיצטדיון,9,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,1,0,190,69,42734,חלוצי התעשיה/יגאל ידין,הורדה בלבד,0,398,43706,70.25,,,32.818381,35.055154,4000,חיפה,חלוצי התעשייה,69,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,1,47637,חלוצי התעשייה/הגומא,אסוף בלבד,2,0,0,0,,,32.81758,35.056596,4000,חיפה,חלוצי התעשייה,90,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,2,42737,האצטדיון/הדגן,אסוף והורדה,3,359,359,0.866666675,,,32.819913,35.055669,4000,חיפה,האיצטדיון,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,3,42738,האצטדיון/בהרב,אסוף והורדה,4,357,716,2.033333302,,,32.822509,35.057912,4000,חיפה,האיצטדיון,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,4,42411,אלכסנדר זייד,אסוף והורדה,5,781,1497,3.766666651,,,32.818791,35.06161,4000,חיפה,אריה שנקר,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,5,47522,חלוצי התעשייה,אסוף והורדה,6,378,1875,4.599999905,,,32.815384,35.061543,4000,חיפה,אריה שנקר,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,6,40273,הסתדרות/צומת קרית אתא,אסוף והורדה,7,964,2839,7.466666698,,,32.810073,35.068849,4000,חיפה,שדרות ההסתדרות,255,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,7,41291,ההסתדרות/שנקר,אסוף והורדה,8,715,3554,8.966666222,,,32.807448,35.062037,4000,חיפה,שדרות ההסתדרות,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,8,41292,צומת וולקן,אסוף והורדה,9,483,4037,9.433333397,,,32.806252,35.057074,4000,חיפה,שדרות ההסתדרות,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,9,40278,בתי זיקוק/שדרות ההסתדרות,אסוף והורדה,10,1512,5549,12.86666679,,,32.796896,35.045648,4000,חיפה,שדרות ההסתדרות,111,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,10,42315,קניון לב המפרץ,אסוף והורדה,11,755,6304,13.6833334,,,32.793388,35.038748,4000,חיפה,שדרות ההסתדרות,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,11,43075,צ'ק פוסט,אסוף והורדה,12,1264,7568,16.31666756,,,32.788102,35.028205,4000,חיפה,דרך ישראל בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,12,43074,בר-יהודה,אסוף והורדה,13,586,8154,17.20000076,,,32.783723,35.031696,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,13,43043,מרכז מסחרי/דרך בר יהודה,אסוף והורדה,14,453,8607,17.96666718,,,32.780778,35.034999,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,14,43067,בר יהודה/הפלדה,אסוף והורדה,15,425,9032,18.68333244,,,32.778191,35.038347,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,15,43064,דרך בר יהודה/הביטחון,אסוף והורדה,16,273,9305,19.28333282,,,32.776541,35.040505,2500,נשר,דרך בר יהודה,56,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,16,43042,בר-יהודה/ישורון,אסוף והורדה,17,353,9658,19.66666603,,,32.774408,35.043302,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,17,43005,דרך השלום/פרץ,אסוף והורדה,18,400,10058,20.61666679,,,32.771852,35.045304,2500,נשר,דרך השלום,14,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,18,43039,דרך השלום/ברק,אסוף והורדה,19,389,10447,21.46666718,,,32.76937,35.048145,2500,נשר,דרך השלום,32,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,19,43036,בר-יהודה/דרך משה,אסוף והורדה,20,368,10815,22.53333282,,,32.767931,35.051117,2500,נשר,דרך בר יהודה,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,20,40362,נשר אצטדיון,אסוף והורדה,21,294,11109,23.13333321,,,32.765668,35.052739,2500,נשר,752,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,21,46204,מרכז ספורט,אסוף והורדה,22,867,11976,23.96666718,,,32.759292,35.058064,1860,זבולון,752,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,22,40322,מחלף יגור,אסוף והורדה,23,1747,13723,25.41666603,,,32.752198,35.071582,1860,זבולון,70,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,23,43137,כפר חסידים מערב,אסוף והורדה,24,887,14610,26.14999962,,,32.746783,35.078521,1860,זבולון,70/75,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,24,43002,בית מעצר קישון,אסוף והורדה,25,2256,16866,28.26666641,,,32.730002,35.091392,1860,זבולון,75,,פעיל,310,חיפה,500,סובב חיפה
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,25,41524,מחלף העמקים,אסוף והורדה,26,1089,17955,29.06666756,,,32.723814,35.099983,1860,זבולון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,26,43270,מחלף העמקים,אסוף והורדה,27,329,18284,29.33333397,,,32.722907,35.103256,1860,זבולון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,27,40554,שער העמקים,אסוף והורדה,28,1044,19328,30.16666603,,,32.721531,35.112401,1860,זבולון,75,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,28,41550,צומת קרית טבעון,אסוף והורדה,29,1862,21190,31.95000076,,,32.712488,35.125251,2300,קרית טבעון,האלונים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,29,41640,אלונים/הרימונים,אסוף והורדה,30,303,21493,32.71666718,,,32.715177,35.124775,2300,קרית טבעון,האלונים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,30,40918,אלונים/סמטת הלבנה,אסוף והורדה,31,396,21889,33.54999924,,,32.716866,35.126569,2300,קרית טבעון,האלונים,24,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,31,40919,'אלונים א,אסוף והורדה,32,234,22123,34.09999847,,,32.71703,35.128895,2300,קרית טבעון,האלונים,46,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,10190,190,2,0,190,32,40920,אלונים/בריכה,אסוף והורדה,33,220,22343,34.58333206,,,32.718814,35.129594,2300,קרית טבעון,האלונים,64,פעיל,322,יקנעם,561,יוקנעם- טבעון
