מפעיל,מס' אשכול,אשכול,תת אשכול,מחוז,"מק""ט קו",מס' קו,כיוון,חלופה,שילוט,סידורי תחנה,מקט תחנה,שם תחנה,פעילות בתחנה,תחנת הורדה ראשונה,מרחק מתחנה קודמת,מרחק מתחנת מוצא,זמן נסיעה מתחנת המוצא,קומה,רציף,Lat,Long,קוד עיר,שם עיר,רחוב,מס' בית,סטטוס תחנה,קוד אזור,שם אזור,קוד שיתוף,תיאור קוד השיתוף
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,1,51243,קריית החינוך,אסוף בלבד,2,0,0,0,,,32.637083,35.080419,240,יקנעם עילית,הגיא,7,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,2,56175,יער אודם/אביטל,אסוף והורדה,3,697,697,2,,,32.637155,35.085949,240,יקנעם עילית,יער אודם,4,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,3,56174,מרכז מסחרי/יער אודם,אסוף והורדה,4,297,994,2.650000095,,,32.636981,35.08892,240,יקנעם עילית,יער אודם,24,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,4,56173,יער אודם/חרמון,אסוף והורדה,5,267,1261,3.233333349,,,32.638131,35.091275,240,יקנעם עילית,יער אודם,36,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,5,53542,חרמון/יער אודם,אסוף והורדה,6,65,1326,3.466666698,,,32.637836,35.091388,240,יקנעם עילית,חרמון,88,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,6,53543,חרמון/נחל שורק,אסוף והורדה,7,292,1618,4.633333206,,,32.636401,35.091901,240,יקנעם עילית,חרמון,77,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,7,53544,חרמון/נחל שורק,אסוף והורדה,8,294,1912,5.800000191,,,32.635649,35.09167,240,יקנעם עילית,חרמון,53,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,8,53545,גן ילדים יקינטון/חרמון,אסוף והורדה,9,228,2140,6.716666698,,,32.636418,35.089425,240,יקנעם עילית,חרמון,23,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,9,56174,מרכז מסחרי/יער אודם,אסוף והורדה,10,344,2484,7.883333206,,,32.636981,35.08892,240,יקנעם עילית,יער אודם,24,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,10,56173,יער אודם/חרמון,אסוף והורדה,11,267,2751,8.483333588,,,32.638131,35.091275,240,יקנעם עילית,יער אודם,36,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,11,53437,מרכז מסחרי/שדרות יצחק רבין,אסוף והורדה,12,912,3663,10.46666622,,,32.643795,35.09225,240,יקנעם עילית,שדרות יצחק רבין,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,12,57907,עמק השלום/הגלעד,אסוף והורדה,13,493,4156,11.55000019,,,32.643176,35.096849,240,יקנעם עילית,עמק השלום,48,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,13,53613,עמק השלום/התבור,אסוף והורדה,14,264,4420,12.03333378,,,32.644723,35.098917,240,יקנעם עילית,עמק השלום,84,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,14,57905,התבור/הבשן,אסוף והורדה,15,253,4673,12.66666698,,,32.646035,35.098144,240,יקנעם עילית,התבור,20,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,15,57906,התבור/סיני,אסוף והורדה,16,295,4968,13.3166666,,,32.644962,35.09559,240,יקנעם עילית,התבור,43,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,16,53432,הצאלים/שדרות יצחק רבין,אסוף והורדה,17,750,5718,14.91666698,,,32.643901,35.090424,240,יקנעם עילית,הצאלים,89,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,17,53285,הצאלים/הערבה,אסוף והורדה,18,255,5973,15.41666698,,,32.646103,35.090095,240,יקנעם עילית,הצאלים,79,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,18,53286,הצאלים/דקל,אסוף והורדה,19,266,6239,16.08333397,,,32.647835,35.091738,240,יקנעם עילית,הצאלים,73,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,19,53287,הצאלים/היקינטון,אסוף והורדה,20,414,6653,16.93333244,,,32.649953,35.095339,240,יקנעם עילית,הצאלים,51,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,20,53237,צאלים\הערבה,אסוף והורדה,21,231,6884,17.64999962,,,32.651145,35.097355,240,יקנעם עילית,הצאלים,39,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,21,53448,הצאלים/האורנים,אסוף והורדה,22,231,7115,17.96666718,,,32.652094,35.099514,240,יקנעם עילית,הצאלים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,22,53128,הצאלים/הדודאים,אסוף והורדה,23,328,7443,18.66666603,,,32.653216,35.102651,240,יקנעם עילית,הצאלים,9,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,23,59597,"בי""ס אורט יגאל אלון",אסוף והורדה,24,304,7747,19.38333321,,,32.654498,35.10488,240,יקנעם עילית,שדרות היובל,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,24,52259,הגיבורים/השיטה,אסוף והורדה,25,177,7924,20.23333359,,,32.655449,35.105776,240,יקנעם עילית,הגיבורים,2,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,25,59610,כיכר הגיבורים,אסוף והורדה,26,611,8535,21.13333321,,,32.658638,35.108168,240,יקנעם עילית,הגיבורים,21,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,26,52626,התמר / הגיבורים,אסוף והורדה,27,542,9077,22.76666641,,,32.65588,35.105541,240,יקנעם עילית,התמר,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,27,52258,התמר / הפעמונית,אסוף והורדה,28,376,9453,23.58333397,,,32.658907,35.106778,240,יקנעם עילית,התמר,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,0,16,28,56256,מסוף קניון ג'י/הורדה,הורדה בלבד,0,636,10089,27.58333397,,1,32.658892,35.104286,240,יקנעם עילית,,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,1,51243,קריית החינוך,אסוף בלבד,2,0,0,0,,,32.637083,35.080419,240,יקנעם עילית,הגיא,7,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,2,56175,יער אודם/אביטל,אסוף והורדה,3,697,697,2,,,32.637155,35.085949,240,יקנעם עילית,יער אודם,4,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,3,56174,מרכז מסחרי/יער אודם,אסוף והורדה,4,297,994,2.650000095,,,32.636981,35.08892,240,יקנעם עילית,יער אודם,24,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,4,56173,יער אודם/חרמון,אסוף והורדה,5,267,1261,3.233333349,,,32.638131,35.091275,240,יקנעם עילית,יער אודם,36,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,5,53542,חרמון/יער אודם,אסוף והורדה,6,65,1326,3.466666698,,,32.637836,35.091388,240,יקנעם עילית,חרמון,88,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,6,53543,חרמון/נחל שורק,אסוף והורדה,7,292,1618,4.633333206,,,32.636401,35.091901,240,יקנעם עילית,חרמון,77,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,7,53544,חרמון/נחל שורק,אסוף והורדה,8,294,1912,5.800000191,,,32.635649,35.09167,240,יקנעם עילית,חרמון,53,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,8,53545,גן ילדים יקינטון/חרמון,אסוף והורדה,9,228,2140,6.716666698,,,32.636418,35.089425,240,יקנעם עילית,חרמון,23,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,9,56174,מרכז מסחרי/יער אודם,אסוף והורדה,10,344,2484,7.883333206,,,32.636981,35.08892,240,יקנעם עילית,יער אודם,24,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,10,56173,יער אודם/חרמון,אסוף והורדה,11,267,2751,8.483333588,,,32.638131,35.091275,240,יקנעם עילית,יער אודם,36,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,11,53437,מרכז מסחרי/שדרות יצחק רבין,אסוף והורדה,12,912,3663,10.46666622,,,32.643795,35.09225,240,יקנעם עילית,שדרות יצחק רבין,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,12,57907,עמק השלום/הגלעד,אסוף והורדה,13,493,4156,11.55000019,,,32.643176,35.096849,240,יקנעם עילית,עמק השלום,48,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,13,53613,עמק השלום/התבור,אסוף והורדה,14,264,4420,12.03333378,,,32.644723,35.098917,240,יקנעם עילית,עמק השלום,84,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,14,57905,התבור/הבשן,אסוף והורדה,15,253,4673,12.66666698,,,32.646035,35.098144,240,יקנעם עילית,התבור,20,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,15,57906,התבור/סיני,אסוף והורדה,16,295,4968,13.3166666,,,32.644962,35.09559,240,יקנעם עילית,התבור,43,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,16,53432,הצאלים/שדרות יצחק רבין,אסוף והורדה,17,750,5718,14.91666698,,,32.643901,35.090424,240,יקנעם עילית,הצאלים,89,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,17,53285,הצאלים/הערבה,אסוף והורדה,18,255,5973,15.41666698,,,32.646103,35.090095,240,יקנעם עילית,הצאלים,79,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,18,53286,הצאלים/דקל,אסוף והורדה,19,266,6239,16.08333397,,,32.647835,35.091738,240,יקנעם עילית,הצאלים,73,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,19,53287,הצאלים/היקינטון,אסוף והורדה,20,414,6653,16.93333244,,,32.649953,35.095339,240,יקנעם עילית,הצאלים,51,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,20,53237,צאלים\הערבה,אסוף והורדה,21,231,6884,17.64999962,,,32.651145,35.097355,240,יקנעם עילית,הצאלים,39,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,21,53448,הצאלים/האורנים,אסוף והורדה,22,231,7115,17.96666718,,,32.652094,35.099514,240,יקנעם עילית,הצאלים,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,22,53128,הצאלים/הדודאים,אסוף והורדה,23,328,7443,18.66666603,,,32.653216,35.102651,240,יקנעם עילית,הצאלים,9,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,23,59597,"בי""ס אורט יגאל אלון",אסוף והורדה,24,304,7747,19.38333321,,,32.654498,35.10488,240,יקנעם עילית,שדרות היובל,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,24,52259,הגיבורים/השיטה,אסוף והורדה,25,177,7924,20.23333359,,,32.655449,35.105776,240,יקנעם עילית,הגיבורים,2,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,25,59610,כיכר הגיבורים,אסוף והורדה,26,611,8535,21.13333321,,,32.658638,35.108168,240,יקנעם עילית,הגיבורים,21,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,26,52626,התמר / הגיבורים,אסוף והורדה,27,542,9077,22.76666641,,,32.65588,35.105541,240,יקנעם עילית,התמר,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,27,52258,התמר / הפעמונית,אסוף והורדה,28,376,9453,23.58333397,,,32.658907,35.106778,240,יקנעם עילית,התמר,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,28,59696,מסוף קניון ג'י/רציפים,אסוף והורדה,29,719,10172,27.16666603,,2,32.659552,35.105683,240,יקנעם עילית,,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,29,52258,התמר / הפעמונית,אסוף והורדה,30,348,10520,28.28333282,,,32.658907,35.106778,240,יקנעם עילית,התמר,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,30,52256,מסעף אזור תעשיה,אסוף והורדה,31,392,10912,29.68333244,,,32.661879,35.105354,240,יקנעם עילית,70,,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,31,59691,כיכר מכבי האש,אסוף והורדה,32,870,11782,31.04999924,,,32.66772,35.106562,240,יקנעם עילית,הקידמה,13,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,יקנעם,גולן גליל ועמקים,21016,16,2,1,16,32,59604,הקידמה/העוצמה,הורדה בלבד,0,385,12167,31.89999962,,,32.670044,35.106971,240,יקנעם עילית,הקידמה,6,פעיל,322,יקנעם,561,יוקנעם- טבעון
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,1,57001,ת. מרכזית טבריה/רציפים,אסוף בלבד,2,0,0,0,0,11,32.787469,35.536825,6700,טבריה,411,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,2,57166,'ברנר א,אסוף והורדה,3,1025,1025,3.316666603,,,32.788184,35.531115,6700,טבריה,ברנר,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,3,57168,ברנר/התנא נחום,אסוף והורדה,4,244,1269,3.849999905,,,32.789892,35.529482,6700,טבריה,ברנר,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,4,57170,'ברנר ב,אסוף והורדה,5,258,1527,4.416666508,,,32.791874,35.5284,6700,טבריה,ברנר,18,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,5,57173,יהודה הנשיא/ביאליק,אסוף והורדה,6,473,2000,5.433333397,,,32.795229,35.52903,6700,טבריה,יהודה הנשיא,17,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,6,57206,טרומפלדור/שמעון דה אן,אסוף והורדה,7,399,2399,6.316666603,,,32.794375,35.526521,6700,טבריה,טרומפלדור,3,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,7,57205,בית גינסבורג/טרומפלדור,אסוף והורדה,8,194,2593,6.733333111,,,32.792717,35.525922,6700,טבריה,טרומפלדור,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,8,57233,המלך דוד/המלך שלמה,אסוף והורדה,9,742,3335,8.633333206,,,32.795659,35.523239,6700,טבריה,דוד המלך,7,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,9,57234,אצטדיון עירוני,אסוף והורדה,10,219,3554,9.466666222,,,32.795707,35.520914,6700,טבריה,דוד המלך,2,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,10,57236,בר כוכבא/דוד המלך,אסוף והורדה,11,178,3732,9.949999809,,,32.794805,35.520579,6700,טבריה,בר כוכבא,37,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,11,57237,בר כוכבא/השופטים,אסוף והורדה,12,267,3999,10.38333321,,,32.7924,35.520528,6700,טבריה,בר כוכבא,65,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,12,57238,בר כוכבא/עמל,אסוף והורדה,13,483,4482,11.5,,,32.788417,35.522038,6700,טבריה,מעלה קק''ל,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,13,57239,"מעלה קק""ל/תמר",אסוף והורדה,14,269,4751,12.0666666,,,32.786667,35.523817,6700,טבריה,מעלה קק''ל,21,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,14,57240,"מעלה קק""ל/הלוטם",אסוף והורדה,15,157,4908,12.51666641,,,32.785858,35.525188,6700,טבריה,מעלה קק''ל,41,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,15,57243,"שקד/מעלה קק""ל",אסוף והורדה,16,257,5165,13.08333302,,,32.784805,35.525605,6700,טבריה,שקד,4,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,16,57244,שקד/רותם,אסוף והורדה,17,248,5413,13.61666679,,,32.785776,35.523224,6700,טבריה,שקד,20,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,17,57260,שקד/רותם,אסוף והורדה,18,260,5673,14.1833334,,,32.786919,35.520792,6700,טבריה,שקד,36,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,18,57259,שקד/דובדבן,אסוף והורדה,19,291,5964,14.8166666,,,32.788701,35.518559,6700,טבריה,שקד,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,19,57128,שד. ספיר /הנביאים,אסוף והורדה,20,507,6471,15.9333334,,,32.787549,35.518291,6700,טבריה,שדרות ספיר,53,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,20,57129,שד. ספיר/חרצית,אסוף והורדה,21,339,6810,16.66666603,,,32.784808,35.519838,6700,טבריה,שדרות ספיר,21,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,21,57130,שד. ספיר/רקפת,אסוף והורדה,22,384,7194,17.5,,,32.781806,35.521746,6700,טבריה,שדרות ספיר,5,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,22,57131,שדרות ספיר/יפה נוף,אסוף והורדה,23,223,7417,18.18333244,,,32.779965,35.522657,6700,טבריה,שדרות ספיר,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,23,57132,שדרות ספיר/שדרות אורנים,אסוף והורדה,24,271,7688,18.76666641,,,32.779599,35.521228,6700,טבריה,שדרות ספיר,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,24,59045,"הנשיא וייצמן/שז""ר",אסוף והורדה,25,374,8062,19.58333397,,,32.780028,35.517578,6700,טבריה,הנשיא וייצמן,4,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,25,57133,הנשיא וייצמן/דוד אלעזר,אסוף והורדה,26,303,8365,20.25,,,32.779876,35.514495,6700,טבריה,הנשיא וייצמן,16,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,26,57134,ויצמן הנשיא/מקווה,אסוף והורדה,27,261,8626,20.81666756,,,32.779958,35.511709,6700,טבריה,הנשיא וייצמן,24,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,27,57136,בן צבי /אבו חצירא,אסוף והורדה,28,558,9184,22.03333282,,,32.777252,35.511146,6700,טבריה,הרב קוק,6,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,28,57137,בן צבי /סיני,אסוף והורדה,29,279,9463,22.64999962,,,32.776268,35.513889,6700,טבריה,הרב קוק,2,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,29,57142,בן צבי /חיים טמסות,אסוף והורדה,30,224,9687,23.13333321,,,32.777435,35.515141,6700,טבריה,יצחק בן צבי,20,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,30,57133,הנשיא וייצמן/דוד אלעזר,אסוף והורדה,31,426,10113,24.06666756,,,32.779876,35.514495,6700,טבריה,הנשיא וייצמן,16,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,31,57134,ויצמן הנשיא/מקווה,אסוף והורדה,32,261,10374,24.63333321,,,32.779958,35.511709,6700,טבריה,הנשיא וייצמן,24,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,32,57143,וייצמן/האבות,אסוף והורדה,33,269,10643,25.21666718,,,32.779361,35.509,6700,טבריה,הנשיא וייצמן,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,33,57144,ויצמן הנשיא/מפתן,אסוף והורדה,34,297,10940,25.86666679,,,32.779379,35.505835,6700,טבריה,הנשיא וייצמן,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,34,57114,ויצמן/המשור,אסוף והורדה,35,293,11233,26.5,,,32.780126,35.502852,6700,טבריה,הנשיא וייצמן,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,35,57115,הנשיא וייצמן/המברג,אסוף והורדה,36,288,11521,27.13333321,,,32.779942,35.499892,6700,טבריה,הנשיא וייצמן,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,36,52499,צומת טבריה,אסוף והורדה,37,204,11725,27.68333244,,,32.779929,35.498171,6700,טבריה,768,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
סופרבוס,120,העמקים,טבריה,גולן גליל ועמקים,21044,44,1,0,44,37,54244,צומת פוריה,אסוף והורדה,38,820,12545,28.31666756,,,32.786067,35.494279,1819,הגליל התחתון,77,,פעיל,502,טבריה,743,סובב כנרת ודרום רמת הגולן
